Product_ID,Product_Name,Material,CO2_per_kg,Recyclability_Score,Biodegradability_Score,Source_Country,Packaging_Type,Transport_Distance_km,Transport_Mode,Delivery_Carbon_kgCO2e,Energy_Consumption_kWh,Water_Usage_Liters,Waste_Generated_kg,Total_Sustainability_Score
P-07153,Aluminum Product 7153,Wool,14.3,0.34,0.34,UK,Cardboard,6022.9,Air,37.61,93.8,3012.8,3.15,100.0
P-07154,Polyester Product 7154,Glass,8.11,0.78,0.6,Germany,Cardboard,4371.8,Sea,37.94,168.84,2178.9,4.81,100.0
P-07155,Steel Product 7155,Aluminum,2.57,0.89,0.35,China,Cardboard,3237.8,Rail,81.85,189.81,3290.8,1.1,100.0
P-07156,Glass Product 7156,Glass,1.03,0.63,0.52,UK,Bioplastic,3142.8,Rail,77.46,166.84,1935.6,2.78,100.0
P-07157,Plastic Product 7157,Wool,14.81,0.84,0.18,Brazil,Recycled,11307.7,Rail,3.5,25.06,4534.7,0.21,100.0
P-07158,Polyester Product 7158,Leather,9.43,0.38,0.75,Italy,Paper,4473.4,Rail,121.95,290.09,1612.1,4.47,100.0
P-07159,Aluminum Product 7159,Glass,4.84,0.46,0.22,Bangladesh,Paper,11456.3,Rail,37.63,14.28,4089.7,3.79,100.0
P-07160,Wood Product 7160,Steel,4.52,0.85,0.66,UK,Plastic,2533.4,Air,92.72,28.12,1108.4,0.41,100.0
P-07161,Paper Product 7161,Plastic,13.67,0.34,0.18,Bangladesh,Plastic,872.2,Sea,124.46,229.29,454.9,3.4,100.0
P-07162,Wool Product 7162,Steel,8.81,0.49,0.9,Turkey,Paper,7009.5,Road,51.97,230.2,1034.2,2.21,100.0
P-07163,Wool Product 7163,Paper,6.0,0.32,0.72,Brazil,Plastic,4183.4,Road,141.69,234.01,3439.3,0.28,100.0
P-07164,Wool Product 7164,Aluminum,7.31,0.93,0.83,USA,Plastic,3446.9,Rail,20.96,201.99,4803.9,4.05,100.0
P-07165,Steel Product 7165,Paper,4.15,0.41,0.26,UK,Cardboard,5352.6,Sea,130.4,250.13,2330.8,2.69,100.0
P-07166,Cotton Product 7166,Glass,12.34,0.24,0.78,USA,Cardboard,2516.6,Sea,43.89,53.39,1568.5,2.33,100.0
P-07167,Wool Product 7167,Polyester,4.12,0.95,0.26,Bangladesh,Bioplastic,8723.0,Air,127.19,262.15,2720.6,3.88,100.0
P-07168,Aluminum Product 7168,Leather,11.51,0.64,0.32,Vietnam,Bioplastic,4451.9,Air,4.07,237.2,1804.4,0.1,100.0
P-07169,Wool Product 7169,Glass,10.22,0.94,0.84,China,Cardboard,10535.3,Rail,127.27,95.76,558.8,3.96,100.0
P-07170,Paper Product 7170,Glass,6.16,0.27,0.64,Brazil,Recycled,10298.0,Rail,101.63,91.45,1332.2,3.08,100.0
P-07171,Cotton Product 7171,Paper,8.15,0.49,0.73,Vietnam,Bioplastic,9165.2,Road,29.92,203.61,1214.5,4.04,100.0
P-07172,Leather Product 7172,Wool,7.58,0.37,0.66,Turkey,Cardboard,9293.2,Road,104.68,70.42,4981.3,2.2,100.0
P-07173,Steel Product 7173,Aluminum,6.66,0.37,0.27,Germany,Paper,7531.0,Sea,77.67,38.8,1569.0,2.52,100.0
P-07174,Cotton Product 7174,Leather,9.58,0.42,0.3,Bangladesh,Paper,4251.7,Road,4.9,148.46,1880.4,4.81,100.0
P-07175,Aluminum Product 7175,Steel,14.86,0.38,0.35,Germany,Paper,11389.6,Road,122.48,246.25,976.8,2.81,100.0
P-07176,Cotton Product 7176,Polyester,1.74,0.88,0.75,Vietnam,Paper,4506.6,Rail,146.9,166.67,941.8,4.45,100.0
P-07177,Paper Product 7177,Wool,9.2,0.51,0.17,Vietnam,Cardboard,5557.7,Road,4.43,179.42,2608.1,1.76,100.0
P-07178,Wool Product 7178,Glass,12.13,0.76,0.67,UK,Recycled,7820.6,Air,112.63,71.56,4731.2,4.21,100.0
P-07179,Paper Product 7179,Plastic,11.01,0.83,0.23,Vietnam,Cardboard,1476.0,Sea,58.02,254.45,1928.1,2.12,100.0
P-07180,Leather Product 7180,Leather,6.48,0.9,0.72,India,Recycled,10855.4,Road,33.42,199.29,3055.1,3.78,100.0
P-07181,Paper Product 7181,Wood,10.52,0.52,0.33,Germany,Recycled,10521.3,Air,47.3,180.28,2604.5,3.88,100.0
P-07182,Wood Product 7182,Leather,6.72,0.88,0.24,Germany,Cardboard,11766.4,Air,55.01,88.66,2091.6,2.02,100.0
P-07183,Glass Product 7183,Wool,11.82,0.76,0.86,Vietnam,Cardboard,11017.7,Road,127.14,90.01,3934.0,0.82,100.0
P-07184,Glass Product 7184,Plastic,1.04,0.44,0.23,UK,Paper,8990.3,Rail,82.11,207.62,968.4,2.53,100.0
P-07185,Polyester Product 7185,Paper,7.86,0.34,0.28,Italy,Plastic,108.1,Sea,81.98,48.41,2567.9,0.74,100.0
P-07186,Polyester Product 7186,Aluminum,2.03,0.2,0.19,Germany,Recycled,10265.4,Sea,135.02,7.45,2890.6,0.88,100.0
P-07187,Leather Product 7187,Polyester,5.18,0.35,0.3,Bangladesh,Paper,3170.4,Road,53.33,241.38,1332.0,4.49,100.0
P-07188,Cotton Product 7188,Paper,13.96,0.33,0.65,Brazil,Paper,8631.0,Sea,87.61,61.76,2170.3,2.65,100.0
P-07189,Leather Product 7189,Aluminum,12.16,0.93,0.2,Brazil,Bioplastic,8293.7,Air,142.61,292.28,3610.7,0.31,100.0
P-07190,Cotton Product 7190,Leather,11.15,0.31,0.36,Vietnam,Cardboard,4060.8,Air,81.25,97.73,3064.7,1.93,100.0
P-07191,Paper Product 7191,Plastic,13.6,0.72,0.9,Bangladesh,Recycled,4658.0,Sea,5.47,9.14,1953.7,4.08,100.0
P-07192,Aluminum Product 7192,Polyester,7.6,0.28,0.78,Bangladesh,Bioplastic,5325.7,Air,58.84,16.46,2470.0,0.65,100.0
P-07193,Wood Product 7193,Paper,12.96,0.38,0.38,Germany,Bioplastic,1500.8,Rail,60.1,149.0,1486.7,2.39,100.0
P-07194,Glass Product 7194,Polyester,5.36,0.61,0.53,Brazil,Bioplastic,8591.9,Road,3.64,60.35,2679.8,4.31,100.0
P-07195,Plastic Product 7195,Plastic,10.3,0.43,0.3,Bangladesh,Plastic,6053.7,Air,134.81,214.22,1398.0,1.75,100.0
P-07196,Polyester Product 7196,Wool,10.27,0.81,0.78,Brazil,Paper,10557.8,Road,26.6,180.1,170.3,0.95,100.0
P-07197,Leather Product 7197,Paper,6.63,0.78,0.63,Bangladesh,Plastic,8378.4,Rail,45.74,242.41,1087.4,2.8,100.0
P-07198,Paper Product 7198,Plastic,9.84,0.3,0.79,Vietnam,Recycled,1377.7,Air,60.82,82.12,4448.2,0.85,100.0
P-07199,Leather Product 7199,Paper,5.63,0.74,0.29,Vietnam,Bioplastic,3029.5,Air,7.53,115.17,2055.9,3.51,100.0
P-07200,Aluminum Product 7200,Glass,3.84,0.89,0.61,India,Plastic,2615.0,Rail,148.8,113.31,1751.9,0.99,100.0
P-07201,Paper Product 7201,Cotton,10.05,0.84,0.65,China,Recycled,9759.0,Sea,45.59,34.82,4888.1,3.9,100.0
P-07202,Wool Product 7202,Glass,4.07,0.23,0.22,Germany,Paper,11158.4,Rail,127.36,272.35,4858.1,1.67,100.0
P-07203,Plastic Product 7203,Glass,5.09,0.31,0.23,Germany,Plastic,10876.4,Rail,148.75,263.78,4429.9,0.33,100.0
P-07204,Steel Product 7204,Wood,8.88,0.41,0.11,China,Plastic,3698.6,Road,138.5,34.75,120.3,2.73,100.0
P-07205,Steel Product 7205,Plastic,9.66,0.7,0.86,Germany,Paper,7422.7,Road,148.83,7.92,3784.7,2.65,100.0
P-07206,Paper Product 7206,Cotton,3.59,0.93,0.18,Turkey,Cardboard,3091.1,Road,140.39,231.07,224.1,2.29,100.0
P-07207,Glass Product 7207,Wool,7.43,0.4,0.72,Brazil,Cardboard,7743.7,Sea,25.01,270.17,110.3,3.51,100.0
P-07208,Aluminum Product 7208,Polyester,3.73,0.46,0.57,Italy,Paper,1791.8,Air,33.67,147.04,3566.4,0.37,100.0
P-07209,Steel Product 7209,Wood,2.53,0.78,0.73,Turkey,Recycled,11220.2,Air,39.06,57.47,4601.8,2.41,100.0
P-07210,Wool Product 7210,Aluminum,4.36,0.76,0.48,Bangladesh,Recycled,5474.1,Sea,85.86,149.82,1925.7,2.12,100.0
P-07211,Leather Product 7211,Cotton,3.65,0.7,0.66,China,Cardboard,10158.9,Air,24.05,32.94,4879.2,0.16,100.0
P-07212,Paper Product 7212,Leather,1.42,0.76,0.79,Italy,Recycled,884.3,Road,71.72,176.84,520.1,2.2,100.0
P-07213,Leather Product 7213,Wool,10.69,0.54,0.39,China,Paper,376.8,Air,115.55,97.04,3742.2,3.31,100.0
P-07214,Wood Product 7214,Paper,8.44,0.77,0.63,Bangladesh,Cardboard,4066.8,Air,81.03,265.78,4172.0,1.79,100.0
P-07215,Polyester Product 7215,Cotton,7.67,0.59,0.29,UK,Paper,3819.2,Rail,8.14,264.25,307.1,4.14,100.0
P-07216,Aluminum Product 7216,Aluminum,10.71,0.65,0.68,Vietnam,Cardboard,521.5,Rail,137.3,217.02,4567.3,2.42,100.0
P-07217,Wood Product 7217,Aluminum,13.22,0.7,0.86,Germany,Cardboard,5982.9,Road,49.91,209.08,4175.2,1.03,100.0
P-07218,Paper Product 7218,Wood,3.43,0.31,0.82,Germany,Bioplastic,8106.0,Road,144.4,25.78,4422.7,3.94,100.0
P-07219,Plastic Product 7219,Leather,7.06,0.52,0.23,UK,Cardboard,8478.0,Air,144.51,265.04,1529.9,4.39,100.0
P-07220,Leather Product 7220,Paper,2.55,0.53,0.73,Brazil,Paper,10535.5,Sea,105.84,60.56,3637.7,1.97,100.0
P-07221,Wool Product 7221,Polyester,1.65,0.89,0.39,Italy,Recycled,9624.7,Rail,121.13,189.58,2887.4,1.44,100.0
P-07222,Aluminum Product 7222,Glass,7.53,0.38,0.88,Brazil,Cardboard,9298.3,Air,13.61,266.57,2615.9,4.06,100.0
P-07223,Wool Product 7223,Paper,2.78,0.83,0.57,Bangladesh,Cardboard,9924.2,Air,22.14,198.89,1876.4,0.54,100.0
P-07224,Steel Product 7224,Wood,14.37,0.54,0.65,Vietnam,Cardboard,9241.8,Rail,61.95,15.23,4667.4,1.15,100.0
P-07225,Wood Product 7225,Leather,2.51,0.32,0.68,Brazil,Cardboard,6797.9,Air,95.1,280.6,630.0,3.18,100.0
P-07226,Glass Product 7226,Glass,13.13,0.37,0.3,India,Bioplastic,6392.9,Sea,116.41,74.7,4316.1,0.62,100.0
P-07227,Wood Product 7227,Wool,1.2,0.44,0.47,Germany,Cardboard,1453.3,Rail,37.97,193.11,2592.7,2.38,100.0
P-07228,Polyester Product 7228,Plastic,6.77,0.76,0.47,Italy,Recycled,1469.9,Rail,143.75,261.4,4601.8,2.37,100.0
P-07229,Leather Product 7229,Polyester,1.9,0.2,0.5,USA,Cardboard,2745.6,Road,60.29,205.05,1308.4,2.73,100.0
P-07230,Polyester Product 7230,Leather,8.25,0.65,0.2,India,Paper,10956.9,Sea,30.82,74.74,767.6,3.57,100.0
P-07231,Glass Product 7231,Aluminum,8.11,0.85,0.56,Vietnam,Paper,7409.7,Rail,106.76,140.34,271.0,4.42,100.0
P-07232,Wool Product 7232,Wool,2.93,0.79,0.2,Brazil,Recycled,4349.7,Sea,146.42,206.68,4590.9,1.61,100.0
P-07233,Wood Product 7233,Aluminum,11.47,0.29,0.39,Brazil,Plastic,6754.3,Sea,29.67,154.12,1460.1,3.23,100.0
P-07234,Steel Product 7234,Plastic,12.26,0.39,0.47,Vietnam,Plastic,2440.8,Air,149.07,73.04,329.4,0.31,100.0
P-07235,Paper Product 7235,Aluminum,2.86,0.44,0.35,UK,Bioplastic,4522.0,Air,123.14,180.82,618.3,3.78,100.0
P-07236,Paper Product 7236,Polyester,9.23,0.57,0.25,India,Paper,10211.0,Road,10.5,220.18,4327.9,3.62,100.0
P-07237,Cotton Product 7237,Wool,9.71,0.8,0.85,India,Paper,3157.9,Air,98.86,157.65,4974.4,1.18,100.0
P-07238,Paper Product 7238,Leather,3.5,0.59,0.85,Vietnam,Recycled,766.0,Rail,70.53,150.36,2520.0,1.39,100.0
P-07239,Polyester Product 7239,Plastic,2.65,0.8,0.69,Brazil,Bioplastic,8351.2,Sea,67.19,228.08,3318.7,0.28,100.0
P-07240,Wood Product 7240,Cotton,4.37,0.38,0.16,USA,Recycled,7072.9,Road,10.67,258.5,1023.4,2.18,100.0
P-07241,Wool Product 7241,Steel,1.53,0.69,0.17,UK,Recycled,10604.2,Road,28.5,81.53,2256.6,1.79,100.0
P-07242,Aluminum Product 7242,Paper,11.4,0.7,0.38,Vietnam,Paper,11122.4,Road,101.26,25.53,717.3,0.41,100.0
P-07243,Aluminum Product 7243,Plastic,12.13,0.44,0.34,India,Plastic,2848.8,Rail,58.97,86.15,4825.6,4.86,100.0
P-07244,Wood Product 7244,Aluminum,7.68,0.5,0.14,Brazil,Cardboard,4032.4,Rail,88.17,139.74,3974.8,0.36,100.0
P-07245,Cotton Product 7245,Wool,6.05,0.25,0.76,UK,Bioplastic,6145.1,Sea,124.76,116.24,2816.7,0.34,100.0
P-07246,Wood Product 7246,Wool,3.49,0.58,0.78,Italy,Cardboard,598.7,Air,114.83,231.84,1545.6,2.1,100.0
P-07247,Polyester Product 7247,Glass,5.77,0.85,0.63,Vietnam,Plastic,11871.3,Road,36.86,82.97,2384.9,0.23,100.0
P-07248,Wool Product 7248,Steel,9.89,0.54,0.51,USA,Recycled,2430.9,Rail,29.28,54.12,3417.3,3.57,100.0
P-07249,Glass Product 7249,Polyester,4.87,0.64,0.5,UK,Plastic,11349.9,Sea,60.37,241.96,689.2,1.18,100.0
P-07250,Steel Product 7250,Paper,2.52,0.57,0.44,Italy,Cardboard,3950.4,Road,34.84,270.94,799.0,1.29,100.0
P-07251,Plastic Product 7251,Plastic,13.64,0.29,0.27,USA,Plastic,416.8,Rail,31.8,289.33,1826.2,0.32,100.0
P-07252,Cotton Product 7252,Wool,5.53,0.81,0.89,China,Bioplastic,8925.1,Air,48.98,128.27,2507.3,3.84,100.0
P-07253,Leather Product 7253,Glass,12.44,0.52,0.36,Bangladesh,Bioplastic,2010.4,Sea,128.63,182.35,4789.3,2.93,100.0
P-07254,Aluminum Product 7254,Plastic,6.58,0.52,0.37,Italy,Cardboard,11593.4,Rail,98.98,217.3,2028.3,3.54,100.0
P-07255,Plastic Product 7255,Wool,9.86,0.35,0.62,India,Cardboard,514.4,Sea,16.22,122.86,2545.5,0.22,100.0
P-07256,Steel Product 7256,Wool,10.69,0.94,0.16,Brazil,Plastic,493.6,Air,20.65,246.34,2562.2,3.65,100.0
P-07257,Wool Product 7257,Polyester,2.43,0.31,0.8,China,Cardboard,10207.6,Road,116.07,42.42,3159.3,0.26,100.0
P-07258,Glass Product 7258,Glass,14.09,0.62,0.33,India,Cardboard,2271.7,Rail,52.58,154.21,3732.7,2.94,100.0
P-07259,Aluminum Product 7259,Glass,5.43,0.78,0.13,Turkey,Recycled,11704.5,Sea,11.9,218.85,4383.1,4.67,100.0
P-07260,Wood Product 7260,Cotton,11.04,0.6,0.34,Vietnam,Bioplastic,8645.3,Air,117.99,268.65,3315.7,0.65,100.0
P-07261,Wood Product 7261,Aluminum,9.44,0.63,0.64,China,Bioplastic,7212.9,Air,78.93,159.89,4576.4,3.44,100.0
P-07262,Glass Product 7262,Glass,4.7,0.52,0.89,USA,Recycled,3429.2,Air,87.31,101.63,4032.2,1.43,100.0
P-07263,Leather Product 7263,Plastic,6.26,0.55,0.67,Brazil,Recycled,6707.0,Road,134.27,179.04,3300.6,1.68,100.0
P-07264,Wool Product 7264,Paper,9.51,0.9,0.8,Bangladesh,Bioplastic,3786.0,Road,86.96,20.52,1622.4,3.04,100.0
P-07265,Steel Product 7265,Wool,10.75,0.51,0.69,India,Plastic,2329.1,Rail,94.12,31.47,3177.3,1.93,100.0
P-07266,Plastic Product 7266,Wool,7.55,0.62,0.11,Brazil,Cardboard,1988.6,Sea,12.53,148.69,529.1,2.64,100.0
P-07267,Wool Product 7267,Polyester,7.54,0.28,0.44,UK,Recycled,3283.5,Air,10.35,7.72,3200.4,4.59,100.0
P-07268,Wool Product 7268,Polyester,10.26,0.7,0.24,Germany,Plastic,10950.8,Road,46.35,29.41,1631.6,1.81,100.0
P-07269,Aluminum Product 7269,Steel,3.76,0.73,0.62,India,Recycled,10618.9,Sea,29.53,6.95,4156.9,0.39,100.0
P-07270,Glass Product 7270,Glass,12.59,0.36,0.69,Italy,Recycled,2251.5,Sea,98.31,75.3,539.8,3.91,100.0
P-07271,Wool Product 7271,Aluminum,8.17,0.95,0.16,USA,Plastic,395.3,Road,78.79,48.16,193.3,1.31,100.0
P-07272,Leather Product 7272,Plastic,3.82,0.23,0.81,Bangladesh,Plastic,1676.7,Air,70.29,264.41,1038.6,2.22,100.0
P-07273,Steel Product 7273,Plastic,4.28,0.71,0.84,Italy,Bioplastic,4041.3,Air,80.41,288.08,3844.2,3.73,100.0
P-07274,Plastic Product 7274,Aluminum,8.79,0.4,0.46,China,Bioplastic,713.7,Road,145.17,55.96,401.0,2.33,100.0
P-07275,Steel Product 7275,Wool,1.11,0.27,0.12,Turkey,Bioplastic,9344.2,Sea,14.34,52.11,2682.2,0.15,100.0
P-07276,Steel Product 7276,Steel,4.16,0.3,0.34,USA,Bioplastic,257.3,Rail,24.25,170.84,177.1,1.16,100.0
P-07277,Steel Product 7277,Leather,13.12,0.24,0.62,UK,Cardboard,8353.8,Road,57.01,277.27,1432.3,0.8,100.0
P-07278,Wool Product 7278,Plastic,5.28,0.47,0.66,USA,Cardboard,10469.2,Rail,119.93,150.91,3272.2,1.11,100.0
P-07279,Polyester Product 7279,Aluminum,10.51,0.62,0.33,Brazil,Paper,6884.3,Road,10.37,231.29,4997.1,3.35,100.0
P-07280,Cotton Product 7280,Plastic,13.11,0.55,0.28,Brazil,Paper,9495.7,Air,54.72,225.69,1595.9,3.86,100.0
P-07281,Paper Product 7281,Glass,14.41,0.84,0.61,Italy,Recycled,5075.2,Sea,57.74,93.11,2710.6,0.32,100.0
P-07282,Paper Product 7282,Polyester,5.28,0.49,0.72,Germany,Paper,2004.8,Rail,3.68,21.22,3158.1,2.09,100.0
P-07283,Cotton Product 7283,Wool,9.21,0.83,0.46,Bangladesh,Recycled,5312.9,Rail,71.66,54.7,2439.6,3.87,100.0
P-07284,Cotton Product 7284,Steel,7.26,0.9,0.48,Vietnam,Paper,8697.1,Rail,55.45,82.04,2944.8,3.81,100.0
P-07285,Plastic Product 7285,Wood,9.2,0.69,0.68,Vietnam,Bioplastic,11027.3,Rail,58.87,12.9,3529.4,4.73,100.0
P-07286,Cotton Product 7286,Steel,5.72,0.3,0.86,Bangladesh,Recycled,7554.2,Road,47.48,53.42,1362.1,2.62,100.0
P-07287,Glass Product 7287,Wood,1.73,0.5,0.77,Turkey,Bioplastic,1670.8,Sea,6.11,104.08,193.0,3.18,100.0
P-07288,Steel Product 7288,Wool,13.89,0.34,0.2,Brazil,Paper,8868.6,Air,116.12,292.04,3698.6,1.55,100.0
P-07289,Paper Product 7289,Paper,6.96,0.57,0.34,Turkey,Recycled,11208.2,Rail,68.07,64.14,3309.9,1.03,100.0
P-07290,Cotton Product 7290,Polyester,1.82,0.85,0.36,India,Cardboard,7302.9,Road,15.58,109.59,359.3,2.31,100.0
P-07291,Aluminum Product 7291,Leather,8.52,0.5,0.31,Turkey,Plastic,7310.7,Sea,28.42,173.95,4331.0,3.49,100.0
P-07292,Steel Product 7292,Polyester,12.68,0.87,0.51,Vietnam,Cardboard,1338.2,Rail,129.12,211.2,324.0,3.7,100.0
P-07293,Glass Product 7293,Glass,13.46,0.47,0.47,China,Cardboard,8936.1,Rail,72.06,201.94,4047.1,3.84,100.0
P-07294,Leather Product 7294,Aluminum,7.92,0.79,0.18,UK,Cardboard,4624.8,Air,48.25,91.32,2499.2,2.34,100.0
P-07295,Steel Product 7295,Aluminum,7.21,0.29,0.27,Vietnam,Plastic,7652.3,Rail,104.29,176.22,3098.8,1.13,100.0
P-07296,Plastic Product 7296,Wood,4.0,0.57,0.61,Bangladesh,Cardboard,11294.5,Sea,15.4,192.1,1957.6,4.04,100.0
P-07297,Paper Product 7297,Cotton,9.28,0.32,0.76,USA,Recycled,10417.1,Sea,62.05,56.34,4537.5,1.93,100.0
P-07298,Paper Product 7298,Aluminum,3.81,0.51,0.37,Vietnam,Plastic,387.7,Rail,27.3,12.83,946.4,1.14,100.0
P-07299,Cotton Product 7299,Wood,14.05,0.4,0.81,Bangladesh,Cardboard,4640.7,Air,45.55,151.14,3056.6,1.17,100.0
P-07300,Leather Product 7300,Glass,4.62,0.67,0.14,China,Bioplastic,9272.4,Road,110.23,83.96,2794.8,3.49,100.0
P-07301,Leather Product 7301,Polyester,12.63,0.54,0.21,Germany,Bioplastic,4444.1,Sea,92.91,112.64,1473.8,2.05,100.0
P-07302,Glass Product 7302,Cotton,11.66,0.83,0.19,USA,Recycled,11303.7,Road,56.5,279.9,896.1,4.69,100.0
P-07303,Leather Product 7303,Plastic,2.16,0.42,0.34,USA,Plastic,2219.3,Sea,118.31,231.23,4043.1,0.83,100.0
P-07304,Steel Product 7304,Steel,8.37,0.75,0.6,Brazil,Recycled,1240.4,Air,33.55,51.12,2162.3,3.77,100.0
P-07305,Leather Product 7305,Wool,9.34,0.94,0.15,USA,Bioplastic,9716.6,Road,116.4,289.32,4385.3,2.45,100.0
P-07306,Cotton Product 7306,Steel,9.66,0.32,0.35,Germany,Cardboard,6139.8,Rail,59.85,36.59,688.8,0.79,100.0
P-07307,Wool Product 7307,Steel,7.53,0.73,0.11,Italy,Cardboard,822.3,Rail,74.58,42.34,2123.6,0.83,100.0
P-07308,Glass Product 7308,Glass,5.41,0.27,0.62,Germany,Recycled,3404.9,Sea,42.27,145.07,4857.2,1.28,100.0
P-07309,Steel Product 7309,Steel,7.31,0.72,0.25,India,Cardboard,1092.8,Sea,8.28,111.64,2306.7,2.8,100.0
P-07310,Plastic Product 7310,Leather,14.42,0.51,0.11,China,Plastic,946.7,Rail,55.69,88.72,549.4,1.49,100.0
P-07311,Paper Product 7311,Leather,3.37,0.25,0.17,Brazil,Recycled,812.5,Air,106.69,89.88,2994.0,4.95,100.0
P-07312,Steel Product 7312,Cotton,11.22,0.36,0.37,Italy,Paper,11481.5,Rail,82.08,159.26,1096.9,4.46,100.0
P-07313,Plastic Product 7313,Aluminum,13.43,0.21,0.8,Brazil,Bioplastic,5091.7,Sea,80.62,134.68,252.1,2.5,100.0
P-07314,Steel Product 7314,Wool,1.67,0.25,0.32,Vietnam,Bioplastic,11077.6,Rail,110.05,15.08,3455.5,1.35,100.0
P-07315,Glass Product 7315,Wool,3.99,0.32,0.77,Germany,Bioplastic,7987.6,Air,50.23,175.83,2751.7,2.76,100.0
P-07316,Wool Product 7316,Glass,3.8,0.57,0.34,Germany,Recycled,1064.8,Rail,147.71,72.11,1418.3,0.93,100.0
P-07317,Steel Product 7317,Wool,12.58,0.32,0.24,Vietnam,Cardboard,9754.4,Air,130.34,264.82,2978.1,1.61,100.0
P-07318,Glass Product 7318,Plastic,12.92,0.43,0.44,Turkey,Plastic,9102.5,Sea,143.72,29.66,4878.3,2.86,100.0
P-07319,Glass Product 7319,Plastic,11.56,0.54,0.44,UK,Plastic,3944.4,Sea,130.21,70.57,2514.7,3.74,100.0
P-07320,Polyester Product 7320,Glass,1.66,0.48,0.71,USA,Recycled,6630.6,Road,9.09,253.16,858.2,2.67,100.0
P-07321,Aluminum Product 7321,Aluminum,5.72,0.23,0.1,Germany,Bioplastic,150.3,Sea,30.76,55.0,1017.7,4.94,100.0
P-07322,Steel Product 7322,Paper,5.88,0.36,0.31,Vietnam,Bioplastic,851.5,Sea,126.81,177.27,2306.6,2.33,100.0
P-07323,Leather Product 7323,Aluminum,14.88,0.72,0.19,Brazil,Plastic,2146.4,Air,110.15,255.95,4105.8,1.68,100.0
P-07324,Aluminum Product 7324,Cotton,10.13,0.47,0.41,Bangladesh,Recycled,7189.0,Rail,9.49,109.51,3461.6,0.61,100.0
P-07325,Steel Product 7325,Paper,8.06,0.68,0.76,Germany,Recycled,3948.5,Rail,55.68,215.88,4130.2,3.59,100.0
P-07326,Wood Product 7326,Steel,7.58,0.38,0.85,UK,Bioplastic,1259.6,Rail,142.37,202.97,1316.9,1.53,100.0
P-07327,Wood Product 7327,Polyester,6.11,0.26,0.23,Bangladesh,Plastic,11680.7,Air,1.96,16.67,3249.8,0.49,100.0
P-07328,Polyester Product 7328,Glass,12.8,0.72,0.27,Italy,Plastic,11595.6,Air,41.05,234.62,1127.8,3.44,100.0
P-07329,Cotton Product 7329,Polyester,4.04,0.26,0.52,India,Recycled,5568.8,Air,128.34,205.88,2050.4,0.86,100.0
P-07330,Leather Product 7330,Paper,14.5,0.52,0.58,Bangladesh,Plastic,4056.0,Rail,118.56,141.59,4602.4,3.13,100.0
P-07331,Glass Product 7331,Wool,5.92,0.59,0.56,Germany,Recycled,7071.7,Air,31.74,72.72,4434.1,1.9,100.0
P-07332,Wood Product 7332,Polyester,5.77,0.85,0.61,UK,Cardboard,7721.5,Road,96.76,58.54,2145.5,1.44,100.0
P-07333,Paper Product 7333,Steel,14.09,0.81,0.9,Bangladesh,Cardboard,10991.9,Sea,59.55,153.33,659.3,2.69,100.0
P-07334,Polyester Product 7334,Paper,6.24,0.24,0.49,Vietnam,Bioplastic,1665.1,Sea,117.72,267.38,1040.3,1.22,100.0
P-07335,Wood Product 7335,Polyester,1.36,0.23,0.62,Vietnam,Recycled,4196.2,Sea,134.81,76.62,2033.7,0.99,100.0
P-07336,Plastic Product 7336,Steel,10.19,0.57,0.69,Turkey,Recycled,3409.2,Rail,99.41,114.68,3388.1,4.13,100.0
P-07337,Polyester Product 7337,Steel,8.87,0.82,0.81,Italy,Bioplastic,10542.0,Rail,101.41,252.25,1373.2,4.0,100.0
P-07338,Steel Product 7338,Cotton,5.36,0.63,0.19,Germany,Paper,11005.1,Road,108.44,75.32,725.6,1.44,100.0
P-07339,Polyester Product 7339,Wood,3.2,0.81,0.41,Germany,Cardboard,8490.4,Rail,121.39,141.74,273.0,0.36,100.0
P-07340,Wool Product 7340,Leather,1.09,0.69,0.79,Germany,Recycled,4515.5,Air,9.12,121.46,2637.1,3.69,100.0
P-07341,Wood Product 7341,Polyester,10.61,0.38,0.74,Germany,Recycled,7321.2,Sea,4.63,36.05,1985.1,4.16,100.0
P-07342,Steel Product 7342,Cotton,13.68,0.56,0.45,UK,Recycled,1276.0,Road,69.83,162.63,2418.0,3.2,100.0
P-07343,Wood Product 7343,Cotton,13.89,0.72,0.18,Germany,Bioplastic,6364.4,Road,49.74,282.8,3401.7,4.7,100.0
P-07344,Polyester Product 7344,Polyester,6.75,0.89,0.81,Vietnam,Recycled,9647.5,Rail,142.51,78.23,1460.0,2.49,100.0
P-07345,Cotton Product 7345,Polyester,10.7,0.59,0.85,Turkey,Cardboard,11029.0,Road,122.85,249.86,1849.6,3.35,100.0
P-07346,Aluminum Product 7346,Cotton,6.91,0.85,0.3,India,Plastic,1543.8,Air,2.18,150.34,3469.7,4.54,100.0
P-07347,Wood Product 7347,Plastic,11.21,0.57,0.69,Brazil,Bioplastic,3641.1,Air,126.82,142.7,1532.2,2.72,100.0
P-07348,Glass Product 7348,Cotton,4.39,0.47,0.29,Vietnam,Recycled,9337.3,Air,63.28,6.77,4710.9,0.23,100.0
P-07349,Cotton Product 7349,Paper,1.56,0.59,0.87,Bangladesh,Plastic,135.1,Rail,110.18,65.32,2898.3,1.85,100.0
